user_id,age_group,city_tier,subscription_date,subscription_plan,last_active_date,plan_change_date,new_subscription_plan
UIDJS14a8a3f379b,18-24,Tier 1,2024-08-12,Free,2024-10-17,\N,\N
UIDJS14a90cac3e6,45+,Tier 1,2024-01-19,Free,\N,2024-02-19,VIP
UIDJS14aa6e5d6ff,25-34,Tier 1,2024-05-20,Free,\N,\N,\N
UIDJS14aea9af2e1,18-24,Tier 3,2024-03-19,Free,2024-12-01,\N,\N
UIDJS14b00c9e6d6,25-34,Tier 2,2024-01-07,VIP,\N,\N,\N
UIDJS14b02835d7c,35-44,Tier 2,2024-09-18,VIP,\N,\N,\N
UIDJS14b1fee6102,25-34,Tier 1,2024-05-24,VIP,\N,\N,\N
UIDJS14b3ac72820,25-34,Tier 3,2024-04-17,Free,\N,\N,\N
UIDJS14b45e1d492,35-44,Tier 2,2024-07-01,VIP,\N,\N,\N
UIDJS14b48033462,45+,Tier 2,2024-09-10,Free,\N,\N,\N
UIDJS14b4a909d0d,18-24,Tier 2,2024-10-29,VIP,\N,\N,\N
UIDJS14b5109adb7,25-34,Tier 1,2024-11-09,Premium,\N,\N,\N
UIDJS14b5cfa434f,18-24,Tier 1,2024-01-08,Premium,\N,\N,\N
UIDJS14b618de125,25-34,Tier 1,2024-10-02,VIP,\N,\N,\N
UIDJS14b7c7a5ea9,35-44,Tier 3,2024-02-14,Free,\N,\N,\N
UIDJS14b8c3d5596,25-34,Tier 2,2024-09-09,VIP,\N,\N,\N
UIDJS14b919b87fe,18-24,Tier 1,2024-03-18,Premium,2024-05-08,\N,\N
UIDJS14b97801393,35-44,Tier 1,2024-11-04,Free,\N,2024-12-04,VIP
UIDJS14ba339969f,45+,Tier 1,2024-11-20,Premium,\N,\N,\N
UIDJS14ba348b13d,35-44,Tier 1,2024-05-07,Premium,\N,\N,\N
UIDJS14ba85c021b,45+,Tier 1,2024-07-31,Free,\N,2024-09-30,Premium
UIDJS14bb14c275b,25-34,Tier 2,2024-11-08,Free,\N,\N,\N
UIDJS14bb4b4059c,18-24,Tier 3,2024-10-14,Free,\N,\N,\N
UIDJS14bc142021b,25-34,Tier 1,2024-04-07,VIP,\N,\N,\N
UIDJS14bc60275e5,18-24,Tier 1,2024-05-19,Premium,2024-11-10,\N,\N
UIDJS14bc656efa2,35-44,Tier 2,2024-01-09,Free,2024-06-20,\N,\N
UIDJS14bcd9a6264,35-44,Tier 3,2024-11-19,Free,\N,\N,\N
UIDJS14c2d284c45,25-34,Tier 1,2024-04-28,VIP,\N,\N,\N
UIDJS14c51d30927,45+,Tier 1,2024-11-29,VIP,\N,\N,\N
UIDJS14c6528a912,35-44,Tier 1,2024-04-12,VIP,\N,2024-07-12,Premium
UIDJS14c90c16564,18-24,Tier 1,2024-08-17,VIP,\N,\N,\N
UIDJS14c9857b673,25-34,Tier 2,2024-05-14,Free,\N,\N,\N
UIDJS14c9a906517,25-34,Tier 1,2024-01-24,Premium,\N,2024-08-24,VIP
UIDJS14ca23c3a8a,25-34,Tier 1,2024-03-12,VIP,\N,2024-05-12,Premium
UIDJS14cdb3f057a,25-34,Tier 2,2024-03-10,VIP,\N,\N,\N
UIDJS14ceb91413d,35-44,Tier 3,2024-11-17,VIP,\N,\N,\N
UIDJS14cfd8daeff,25-34,Tier 1,2024-10-07,Free,\N,\N,\N
UIDJS14d16458ab1,25-34,Tier 2,2024-06-02,Free,\N,\N,\N
UIDJS14d23952201,25-34,Tier 1,2024-10-14,VIP,\N,\N,\N
UIDJS14d3c670c45,25-34,Tier 1,2024-09-20,VIP,\N,\N,\N
UIDJS14d56b0d23a,18-24,Tier 1,2024-06-29,Free,\N,\N,\N
UIDJS14d6185d43b,25-34,Tier 2,2024-06-20,Free,\N,\N,\N
UIDJS14d64fa7538,45+,Tier 1,2024-11-01,Premium,\N,\N,\N
UIDJS14d6f385dc8,45+,Tier 2,2024-10-12,Free,\N,\N,\N
UIDJS14dc91d32bc,45+,Tier 1,2024-09-26,Free,\N,\N,\N
UIDJS14dfde6ecc9,35-44,Tier 1,2024-01-11,VIP,\N,2024-06-11,Premium
UIDJS14e0a2ba5d4,25-34,Tier 3,2024-05-19,Free,\N,\N,\N
UIDJS14e3ff36d24,25-34,Tier 1,2024-08-16,Premium,\N,\N,\N
UIDJS14e77c477f4,25-34,Tier 3,2024-01-11,Free,\N,\N,\N
UIDJS14e808f0a40,25-34,Tier 2,2024-01-29,Free,\N,2024-09-29,Premium
UIDJS14ec7db1435,25-34,Tier 1,2024-01-27,VIP,\N,2024-02-27,Premium
UIDJS14ee436e955,35-44,Tier 2,2024-06-25,Premium,\N,2024-09-25,VIP
UIDJS14f00b539a3,35-44,Tier 1,2024-06-18,Free,\N,2024-07-18,VIP
UIDJS14f10569d10,18-24,Tier 1,2024-07-10,VIP,\N,2024-08-10,Premium
UIDJS14f48bc073e,25-34,Tier 3,2024-08-11,Premium,2024-12-07,\N,\N
UIDJS14f6c346766,45+,Tier 3,2024-11-30,Free,\N,\N,\N
UIDJS14fa9b9fcf1,25-34,Tier 1,2024-06-13,Premium,\N,\N,\N
UIDJS14fbbbabf08,45+,Tier 2,2024-10-17,Free,\N,\N,\N
UIDJS14fdc494e5c,25-34,Tier 2,2024-11-25,VIP,\N,\N,\N
UIDJS15007249c9c,25-34,Tier 1,2024-07-10,Premium,\N,\N,\N
UIDJS15016e2ca21,25-34,Tier 3,2024-03-10,VIP,\N,2024-06-10,Free
UIDJS1501aa5a5cf,25-34,Tier 1,2024-11-26,Free,\N,\N,\N
UIDJS1502a2c6edb,25-34,Tier 2,2024-05-31,Premium,\N,\N,\N
UIDJS1504920fb3d,25-34,Tier 1,2024-08-09,Premium,2024-09-20,\N,\N
UIDJS1504b03dc65,25-34,Tier 1,2024-08-26,VIP,\N,\N,\N
UIDJS15079ac758d,18-24,Tier 1,2024-05-05,Premium,\N,\N,\N
UIDJS150891a9a07,35-44,Tier 2,2024-07-27,VIP,2024-09-11,\N,\N
UIDJS1508fc9995c,45+,Tier 1,2024-08-29,Premium,\N,\N,\N
UIDJS150c7bd24ca,35-44,Tier 2,2024-05-08,Premium,\N,\N,\N
UIDJS150d5ac0bf0,45+,Tier 1,2024-05-25,VIP,2024-10-08,\N,\N
UIDJS150de2d2f28,45+,Tier 1,2024-10-25,Free,\N,\N,\N
UIDJS150f4d95750,35-44,Tier 2,2024-02-08,VIP,\N,\N,\N
UIDJS150fbd9975b,25-34,Tier 1,2024-10-12,Free,\N,\N,\N
UIDJS15103301178,18-24,Tier 2,2024-09-08,VIP,\N,\N,\N
UIDJS1514298b0cb,25-34,Tier 1,2024-04-03,Free,\N,2024-05-03,VIP
UIDJS151776cad6c,25-34,Tier 1,2024-09-02,Free,\N,\N,\N
UIDJS151b0ad6342,18-24,Tier 2,2024-02-24,VIP,\N,\N,\N
UIDJS151c27981e5,35-44,Tier 3,2024-03-09,Free,\N,\N,\N
UIDJS151cd9cd3da,18-24,Tier 2,2024-08-18,Free,\N,\N,\N
UIDJS151ce6e1119,25-34,Tier 3,2024-10-28,Premium,\N,\N,\N
UIDJS151ed0edcca,45+,Tier 2,2024-03-30,Premium,\N,\N,\N
UIDJS151f615e6bb,18-24,Tier 2,2024-10-30,Premium,\N,\N,\N
UIDJS151f8acfc2f,25-34,Tier 1,2024-10-15,Premium,\N,\N,\N
UIDJS15203c7b044,45+,Tier 1,2024-10-30,Premium,\N,\N,\N
UIDJS152138262b2,25-34,Tier 2,2024-05-26,Premium,\N,\N,\N
UIDJS1521edaf474,45+,Tier 1,2024-03-22,Premium,\N,\N,\N
UIDJS152541c8c17,25-34,Tier 1,2024-03-19,Free,\N,\N,\N
UIDJS1526ca22481,45+,Tier 1,2024-08-12,Free,\N,\N,\N
UIDJS1527ae3dd0b,18-24,Tier 1,2024-08-21,Premium,\N,\N,\N
UIDJS1527daadb02,25-34,Tier 2,2024-01-24,VIP,\N,\N,\N
UIDJS1528c4f17ad,18-24,Tier 1,2024-05-12,VIP,\N,\N,\N
UIDJS152a7e00def,18-24,Tier 2,2024-11-26,VIP,\N,\N,\N
UIDJS152e1edd293,35-44,Tier 1,2024-06-29,Free,\N,\N,\N
UIDJS152ed782276,25-34,Tier 2,2024-01-23,VIP,\N,2024-02-23,Premium
UIDJS1530072f3cf,25-34,Tier 3,2024-07-24,VIP,\N,\N,\N
UIDJS15318ac4a82,45+,Tier 1,2024-05-21,Premium,\N,\N,\N
UIDJS15337abc566,25-34,Tier 2,2024-06-22,Free,2024-08-08,\N,\N
UIDJS1533c4ab0df,25-34,Tier 1,2024-02-12,Premium,\N,\N,\N
UIDJS15342c5e16c,45+,Tier 3,2024-08-28,Free,\N,2024-10-28,Premium
UIDJS15343a27b0f,35-44,Tier 1,2024-07-04,VIP,2024-08-03,\N,\N
UIDJS153533b7c40,45+,Tier 2,2024-05-18,Free,\N,2024-06-18,VIP
UIDJS153b2ffa1c3,25-34,Tier 1,2024-08-08,Free,\N,\N,\N
UIDJS153d4c96602,25-34,Tier 1,2024-06-02,Free,2024-08-21,\N,\N
UIDJS153d9df3a47,18-24,Tier 2,2024-07-04,VIP,\N,\N,\N
UIDJS153e399f255,45+,Tier 1,2024-06-23,Free,\N,2024-07-23,VIP
UIDJS153e7b38a43,18-24,Tier 1,2024-07-11,Premium,\N,\N,\N
UIDJS153f084f53d,35-44,Tier 2,2024-07-17,VIP,\N,\N,\N
UIDJS153fd30c684,45+,Tier 1,2024-06-15,VIP,2024-08-09,\N,\N
UIDJS1541364a772,45+,Tier 1,2024-06-23,VIP,\N,\N,\N
UIDJS154227be254,45+,Tier 1,2024-08-29,Free,2024-12-06,\N,\N
UIDJS15436c010d9,35-44,Tier 2,2024-11-29,VIP,\N,\N,\N
UIDJS1543756fe23,25-34,Tier 1,2024-09-29,VIP,\N,2024-11-29,Premium
UIDJS15466672f47,35-44,Tier 2,2024-08-27,VIP,\N,\N,\N
UIDJS1548f1659b4,35-44,Tier 1,2024-10-05,Premium,\N,\N,\N
UIDJS154b5987c61,35-44,Tier 1,2024-09-23,Free,\N,\N,\N
UIDJS154b8c83866,18-24,Tier 2,2024-02-09,Premium,\N,\N,\N
UIDJS154c467bbe6,45+,Tier 2,2024-08-08,Premium,\N,\N,\N
UIDJS154e711b7a6,25-34,Tier 1,2024-07-11,Premium,\N,\N,\N
UIDJS1551b55c3a9,25-34,Tier 2,2024-11-10,VIP,\N,\N,\N
UIDJS1551b9f1ca6,18-24,Tier 3,2024-09-21,Free,\N,\N,\N
UIDJS1551f5b6557,18-24,Tier 1,2024-10-18,VIP,\N,2024-12-18,Free
UIDJS15520edb8f1,35-44,Tier 2,2024-01-22,VIP,\N,\N,\N
UIDJS15552b06368,25-34,Tier 1,2024-07-07,Free,\N,\N,\N
UIDJS1556e4f686d,35-44,Tier 3,2024-11-12,VIP,\N,2024-12-12,Premium
UIDJS155818047eb,35-44,Tier 1,2024-02-04,VIP,\N,\N,\N
UIDJS1558bee48d9,18-24,Tier 1,2024-01-31,Premium,\N,\N,\N
UIDJS15599c6ba44,45+,Tier 3,2024-11-05,Premium,\N,\N,\N
UIDJS1559d14b7e6,35-44,Tier 1,2024-02-16,Premium,2024-08-01,\N,\N
UIDJS155a34b789d,35-44,Tier 1,2024-04-08,VIP,\N,\N,\N
UIDJS155cb285d4a,25-34,Tier 3,2024-06-12,Free,\N,2024-07-12,VIP
UIDJS155fadb614c,25-34,Tier 3,2024-09-06,VIP,\N,2024-10-06,Premium
UIDJS1564ff9f43b,35-44,Tier 1,2024-09-18,Premium,\N,\N,\N
UIDJS156908f700d,45+,Tier 1,2024-03-02,VIP,2024-09-01,\N,\N
UIDJS1569bb237ac,45+,Tier 3,2024-01-24,Free,\N,\N,\N
UIDJS156aec7f59f,25-34,Tier 1,2024-06-28,Premium,\N,\N,\N
UIDJS156b3f464f7,25-34,Tier 2,2024-04-09,VIP,\N,2024-06-09,Premium
UIDJS156c07dc888,25-34,Tier 1,2024-02-20,VIP,\N,\N,\N
UIDJS156cc036f16,25-34,Tier 3,2024-06-16,Premium,\N,\N,\N
UIDJS156d2c8e8b2,18-24,Tier 1,2024-06-11,Premium,\N,\N,\N
UIDJS156dde266b4,45+,Tier 1,2024-08-16,VIP,2024-11-23,\N,\N
UIDJS156e3968e81,25-34,Tier 2,2024-08-10,VIP,2024-11-21,\N,\N
UIDJS156eb095947,35-44,Tier 3,2024-06-02,VIP,\N,\N,\N
UIDJS156ee6b357d,18-24,Tier 1,2024-03-01,Premium,\N,\N,\N
UIDJS156f6a695eb,35-44,Tier 1,2024-01-06,VIP,\N,2024-12-06,Free
UIDJS156fbb923e5,25-34,Tier 1,2024-09-08,VIP,\N,2024-10-08,Premium
UIDJS1570b665bd9,18-24,Tier 1,2024-09-10,Free,\N,\N,\N
UIDJS1571e5af23a,45+,Tier 2,2024-09-06,VIP,\N,\N,\N
UIDJS15728566ef0,25-34,Tier 1,2024-05-02,VIP,2024-08-22,\N,\N
UIDJS157304e0ef0,35-44,Tier 2,2024-10-30,VIP,\N,\N,\N
UIDJS15751d4033b,25-34,Tier 1,2024-10-07,Free,2024-11-01,\N,\N
UIDJS157615d9af7,18-24,Tier 3,2024-03-30,VIP,2024-07-15,\N,\N
UIDJS15764a59279,45+,Tier 2,2024-02-07,VIP,2024-05-13,\N,\N
UIDJS15772036edf,45+,Tier 1,2024-08-27,VIP,\N,\N,\N
UIDJS1579cd6296e,35-44,Tier 3,2024-11-18,Free,\N,\N,\N
UIDJS157d0c3d1ba,25-34,Tier 2,2024-11-23,VIP,\N,\N,\N
UIDJS15818fb3e2e,35-44,Tier 3,2024-02-04,Free,2024-09-21,\N,\N
UIDJS1581ecc744b,18-24,Tier 1,2024-05-22,Premium,\N,\N,\N
UIDJS1581f49be97,25-34,Tier 1,2024-02-19,Premium,\N,\N,\N
UIDJS158263f7537,18-24,Tier 2,2024-09-04,VIP,\N,\N,\N
UIDJS15827fed403,18-24,Tier 2,2024-11-18,Premium,\N,\N,\N
UIDJS1583f24ffea,25-34,Tier 2,2024-03-02,Free,\N,\N,\N
UIDJS1585fc3dc47,25-34,Tier 1,2024-10-09,Premium,\N,\N,\N
UIDJS15861383fb6,45+,Tier 1,2024-03-08,VIP,\N,2024-05-08,Premium
UIDJS158640a231f,45+,Tier 1,2024-06-08,Free,\N,\N,\N
UIDJS1588ae30675,25-34,Tier 3,2024-04-21,Free,\N,\N,\N
UIDJS1588bc2be92,25-34,Tier 3,2024-05-22,VIP,\N,\N,\N
UIDJS158ae3fbc9d,18-24,Tier 1,2024-10-11,VIP,\N,\N,\N
UIDJS158cd472300,25-34,Tier 2,2024-05-16,Premium,\N,\N,\N
UIDJS158f585dbed,25-34,Tier 1,2024-07-26,VIP,2024-12-14,\N,\N
UIDJS159044a8065,25-34,Tier 2,2024-08-29,Premium,\N,\N,\N
UIDJS1590a375660,25-34,Tier 2,2024-05-27,VIP,2024-11-21,\N,\N
UIDJS15912b27b3f,18-24,Tier 2,2024-02-13,Premium,\N,2024-07-13,VIP
UIDJS1591c04bac9,18-24,Tier 1,2024-03-22,Premium,\N,\N,\N
UIDJS15938a42db4,35-44,Tier 1,2024-07-14,Premium,\N,\N,\N
UIDJS1593b086221,35-44,Tier 2,2024-07-25,VIP,\N,\N,\N
UIDJS1594046be7e,45+,Tier 1,2024-05-22,Premium,\N,\N,\N
UIDJS15945f515e5,25-34,Tier 1,2024-05-14,Premium,\N,\N,\N
UIDJS1594658d598,25-34,Tier 3,2024-09-14,Free,\N,\N,\N
UIDJS15967452484,25-34,Tier 3,2024-01-09,VIP,\N,\N,\N
UIDJS1596b579c25,45+,Tier 1,2024-11-25,VIP,\N,\N,\N
UIDJS1597dc25e71,35-44,Tier 1,2024-07-25,VIP,\N,\N,\N
UIDJS15983cea55a,25-34,Tier 1,2024-04-22,Free,2024-12-15,\N,\N
UIDJS159c0c2d8ab,45+,Tier 2,2024-10-06,Premium,\N,\N,\N
UIDJS159c3c75aea,35-44,Tier 1,2024-04-26,Free,\N,\N,\N
UIDJS159db7e2b03,25-34,Tier 3,2024-06-01,Free,2024-07-10,\N,\N
UIDJS159e45467f1,45+,Tier 2,2024-09-03,Free,\N,\N,\N
UIDJS159e4c62ee4,25-34,Tier 3,2024-07-11,VIP,\N,\N,\N
UIDJS159e6ec3929,45+,Tier 3,2024-03-23,Free,\N,\N,\N
UIDJS159ebdef355,18-24,Tier 3,2024-02-14,VIP,\N,\N,\N
UIDJS159f5e58989,35-44,Tier 2,2024-03-26,Free,\N,\N,\N
UIDJS15a0a195a09,45+,Tier 1,2024-09-01,VIP,\N,\N,\N
UIDJS15a3b2d7bc5,45+,Tier 3,2024-10-23,VIP,\N,\N,\N
UIDJS15a42b09028,35-44,Tier 2,2024-07-09,VIP,\N,\N,\N
UIDJS15a58544452,18-24,Tier 2,2024-06-29,VIP,\N,\N,\N
UIDJS15aa8dc350a,35-44,Tier 1,2024-08-18,Free,\N,\N,\N
UIDJS15ab425b394,25-34,Tier 1,2024-02-12,VIP,\N,2024-04-12,Free
UIDJS15ac3c0394e,25-34,Tier 2,2024-03-03,Premium,\N,\N,\N
UIDJS15ac646524d,25-34,Tier 1,2024-05-18,VIP,\N,\N,\N
UIDJS15b0826a854,18-24,Tier 2,2024-05-10,VIP,\N,2024-12-10,Free
UIDJS15b1335c5d0,18-24,Tier 2,2024-11-03,Free,2024-12-01,\N,\N
UIDJS15b1ecff236,35-44,Tier 3,2024-11-29,VIP,\N,\N,\N
UIDJS15b5f2ae9c6,25-34,Tier 1,2024-07-17,Free,\N,\N,\N
UIDJS15b68957c21,25-34,Tier 1,2024-04-18,Free,\N,\N,\N
UIDJS15b7d2a4e9c,25-34,Tier 2,2024-08-06,VIP,\N,2024-12-06,Free
UIDJS15b7efd5136,35-44,Tier 1,2024-08-16,VIP,\N,\N,\N
UIDJS15baae9ca84,45+,Tier 2,2024-02-19,VIP,\N,2024-04-19,Premium
UIDJS15c24add238,35-44,Tier 1,2024-08-04,Premium,\N,\N,\N
UIDJS15c3d9bdabc,25-34,Tier 1,2024-04-14,Free,\N,\N,\N
UIDJS15c6354b067,25-34,Tier 2,2024-04-02,VIP,\N,\N,\N
UIDJS15c6dd259b8,25-34,Tier 2,2024-10-05,Free,\N,2024-11-05,VIP
UIDJS15cd6f17647,25-34,Tier 3,2024-02-10,VIP,\N,\N,\N
UIDJS15ce1b05264,35-44,Tier 2,2024-02-12,Premium,\N,\N,\N
UIDJS15cec2b0011,25-34,Tier 1,2024-02-10,Free,\N,\N,\N
UIDJS15d162b1e2e,25-34,Tier 3,2024-09-19,VIP,\N,\N,\N
UIDJS15d1a2392fc,35-44,Tier 1,2024-03-31,Free,\N,2024-04-30,Premium
UIDJS15d39451605,25-34,Tier 2,2024-05-20,VIP,\N,2024-12-20,Free
UIDJS15d3b7097b9,25-34,Tier 2,2024-11-08,VIP,\N,\N,\N
UIDJS15d45a4012a,18-24,Tier 1,2024-03-26,Free,\N,\N,\N
UIDJS15d5655c8e5,18-24,Tier 1,2024-06-20,Free,\N,\N,\N
UIDJS15d77db6b94,35-44,Tier 2,2024-06-14,Premium,\N,\N,\N
UIDJS15d862e364e,35-44,Tier 1,2024-05-03,Premium,\N,\N,\N
UIDJS15d8867e890,25-34,Tier 1,2024-08-03,VIP,\N,\N,\N
UIDJS15d89f6f4e3,35-44,Tier 2,2024-08-07,VIP,\N,2024-10-07,Premium
UIDJS15d8a5f6cca,25-34,Tier 1,2024-01-23,VIP,\N,2024-02-23,Premium
UIDJS15daa28eddd,18-24,Tier 2,2024-11-05,Premium,\N,\N,\N
UIDJS15dc51b2bb4,25-34,Tier 1,2024-11-22,Premium,\N,\N,\N
UIDJS15dec3f993f,25-34,Tier 2,2024-01-07,Premium,\N,\N,\N
UIDJS15e21e15c2d,25-34,Tier 1,2024-09-20,VIP,\N,\N,\N
UIDJS15e2368fa87,35-44,Tier 1,2024-08-12,VIP,\N,2024-11-12,Free
UIDJS15e284cc7d5,35-44,Tier 1,2024-09-02,Free,\N,2024-11-02,VIP
UIDJS15e47e5446e,35-44,Tier 2,2024-02-09,Premium,\N,\N,\N
UIDJS15e4dd3a464,25-34,Tier 2,2024-09-15,VIP,\N,2024-11-15,Premium
UIDJS15e53ed1c35,25-34,Tier 3,2024-11-09,Free,\N,\N,\N
UIDJS15e67c20f93,45+,Tier 2,2024-07-26,Free,\N,\N,\N
UIDJS15e6d52ba7b,35-44,Tier 2,2024-10-11,VIP,\N,2024-11-11,Premium
UIDJS15e7424f148,25-34,Tier 1,2024-04-21,Premium,\N,2024-11-21,Free
UIDJS15e8a6f000a,35-44,Tier 1,2024-02-18,VIP,\N,2024-04-18,Premium
UIDJS15ebd363cfe,25-34,Tier 3,2024-04-03,VIP,\N,\N,\N
UIDJS15ee643ef65,25-34,Tier 3,2024-02-22,VIP,\N,2024-08-22,Free
UIDJS15ef5919265,25-34,Tier 1,2024-08-08,VIP,\N,\N,\N
UIDJS15f1bd3f7cb,45+,Tier 1,2024-10-25,Free,\N,\N,\N
UIDJS15f29618374,25-34,Tier 1,2024-01-14,Premium,\N,\N,\N
UIDJS15f5ce84435,25-34,Tier 1,2024-08-09,Premium,\N,\N,\N
UIDJS15f7dc7253f,35-44,Tier 2,2024-10-31,VIP,\N,\N,\N
UIDJS15f8cfcded2,45+,Tier 1,2024-05-29,Free,\N,\N,\N
UIDJS15fb659b85c,25-34,Tier 1,2024-05-08,Premium,2024-06-13,\N,\N
UIDJS15fc03bb44b,18-24,Tier 1,2024-09-06,Premium,\N,\N,\N
UIDJS15fcec2066c,25-34,Tier 1,2024-10-25,VIP,2024-12-01,\N,\N
UIDJS15fd95e2bd6,18-24,Tier 3,2024-05-08,Premium,\N,\N,\N
UIDJS15fde689c80,35-44,Tier 1,2024-07-28,Premium,\N,\N,\N
UIDJS15ff6e949ba,35-44,Tier 2,2024-06-23,Free,2024-10-30,\N,\N
UIDJS15ffd89b5f3,25-34,Tier 2,2024-05-23,VIP,\N,2024-10-23,Free
UIDJS1605314b1d7,18-24,Tier 2,2024-01-25,VIP,\N,\N,\N
UIDJS1606b21e748,18-24,Tier 2,2024-07-19,Free,2024-12-13,\N,\N
UIDJS1606e7bc07c,25-34,Tier 3,2024-01-01,VIP,\N,2024-02-01,Premium
UIDJS160820b3f60,25-34,Tier 1,2024-11-02,Free,\N,\N,\N
UIDJS160a1f6f157,18-24,Tier 1,2024-11-09,VIP,\N,\N,\N
UIDJS160a32d7af8,45+,Tier 2,2024-05-04,Free,\N,\N,\N
UIDJS160d25ed604,35-44,Tier 2,2024-02-19,Free,2024-05-17,\N,\N
UIDJS160d67684c1,25-34,Tier 1,2024-03-22,VIP,\N,\N,\N
UIDJS161148cbeae,35-44,Tier 1,2024-08-01,Premium,\N,\N,\N
UIDJS1611ecc118b,25-34,Tier 1,2024-10-10,Free,2024-11-15,\N,\N
UIDJS16179c0b2d7,18-24,Tier 1,2024-11-01,Free,\N,\N,\N
UIDJS16193138a27,35-44,Tier 3,2024-02-07,Free,\N,\N,\N
UIDJS161bb230c37,25-34,Tier 1,2024-04-24,VIP,\N,\N,\N
UIDJS161d3e95f47,35-44,Tier 2,2024-01-09,Free,\N,\N,\N
UIDJS161e36447c0,25-34,Tier 1,2024-03-26,VIP,\N,\N,\N
UIDJS16205f043ce,25-34,Tier 2,2024-04-20,Free,\N,2024-10-20,Premium
UIDJS1620a03dde5,35-44,Tier 3,2024-08-08,VIP,2024-09-28,\N,\N
UIDJS1620e28eb3f,25-34,Tier 2,2024-08-06,Premium,\N,\N,\N
UIDJS1623dd0f459,25-34,Tier 1,2024-10-27,Premium,\N,\N,\N
UIDJS16243193841,25-34,Tier 1,2024-07-25,Premium,\N,\N,\N
UIDJS1624c9aab37,25-34,Tier 3,2024-11-19,Free,2024-12-15,\N,\N
UIDJS1626a2cadcb,25-34,Tier 1,2024-04-27,VIP,\N,2024-06-27,Premium
UIDJS16270c2f2d5,18-24,Tier 1,2024-10-19,VIP,\N,2024-11-19,Premium
UIDJS1627940d4d2,18-24,Tier 3,2024-10-29,Premium,\N,\N,\N
UIDJS1627fc02f6d,18-24,Tier 1,2024-06-17,Premium,\N,\N,\N
UIDJS162b8d75038,18-24,Tier 2,2024-06-07,VIP,\N,\N,\N
UIDJS162e9a82c64,35-44,Tier 3,2024-09-07,Free,\N,\N,\N
UIDJS162f2378a59,25-34,Tier 1,2024-05-02,VIP,\N,2024-06-02,Free
UIDJS16304154879,18-24,Tier 2,2024-06-03,Premium,\N,\N,\N
UIDJS16325a0929b,35-44,Tier 2,2024-08-19,VIP,\N,\N,\N
UIDJS16349e9b0b9,18-24,Tier 2,2024-03-14,Free,2024-06-25,\N,\N
UIDJS16354878743,18-24,Tier 3,2024-01-10,Free,\N,\N,\N
UIDJS1635b192999,18-24,Tier 1,2024-10-24,VIP,2024-11-17,\N,\N
UIDJS1637a1d9aeb,35-44,Tier 2,2024-02-24,Free,\N,\N,\N
UIDJS163a99d3e0a,25-34,Tier 1,2024-07-29,Premium,\N,\N,\N
UIDJS163b8b6419c,25-34,Tier 1,2024-10-13,Premium,\N,\N,\N
UIDJS163d5b5fa19,25-34,Tier 2,2024-10-26,VIP,\N,\N,\N
UIDJS163de295841,35-44,Tier 1,2024-02-12,Premium,\N,\N,\N
UIDJS163f12ed4b3,35-44,Tier 1,2024-07-06,Premium,\N,\N,\N
UIDJS163fe35b6a6,25-34,Tier 1,2024-10-31,VIP,2024-12-23,\N,\N
UIDJS16408f54d33,35-44,Tier 3,2024-01-14,VIP,\N,\N,\N
UIDJS164145fc86e,35-44,Tier 2,2024-03-28,VIP,\N,\N,\N
UIDJS1644c1284a2,25-34,Tier 2,2024-04-29,VIP,\N,\N,\N
UIDJS1646de1f75a,18-24,Tier 1,2024-11-19,VIP,\N,\N,\N
UIDJS164976d57f5,25-34,Tier 3,2024-08-02,Free,\N,\N,\N
UIDJS164a06b9321,18-24,Tier 1,2024-09-13,VIP,\N,\N,\N
UIDJS164c271316e,25-34,Tier 3,2024-09-22,VIP,\N,\N,\N
UIDJS164ef0ece5d,35-44,Tier 2,2024-11-13,VIP,\N,\N,\N
UIDJS165361c8668,25-34,Tier 2,2024-07-09,VIP,2024-10-01,\N,\N
UIDJS16536cbc618,25-34,Tier 2,2024-06-30,VIP,\N,2024-07-30,Free
UIDJS165381e2b00,25-34,Tier 2,2024-08-07,Premium,\N,2024-12-07,VIP
UIDJS1659451055d,35-44,Tier 1,2024-10-25,VIP,\N,\N,\N
UIDJS165a0142a1b,35-44,Tier 1,2024-04-05,VIP,2024-11-13,\N,\N
UIDJS165c0c98b39,25-34,Tier 1,2024-04-22,VIP,\N,\N,\N
UIDJS165e41126e3,18-24,Tier 3,2024-05-28,Free,\N,\N,\N
UIDJS165e51b4832,35-44,Tier 1,2024-10-24,Premium,\N,\N,\N
UIDJS1663e45e909,18-24,Tier 1,2024-06-21,Premium,\N,\N,\N
UIDJS166504f860d,18-24,Tier 1,2024-02-13,Premium,2024-08-26,\N,\N
UIDJS1665ac0dd82,35-44,Tier 1,2024-05-05,Free,2024-07-31,\N,\N
UIDJS1666973e8fb,35-44,Tier 1,2024-08-03,VIP,\N,\N,\N
UIDJS1666de13711,25-34,Tier 1,2024-10-10,VIP,\N,\N,\N
UIDJS1669a719dee,25-34,Tier 1,2024-04-08,Premium,\N,\N,\N
UIDJS166aad3b0f9,35-44,Tier 3,2024-09-17,VIP,\N,2024-10-17,Premium
UIDJS166afcd0c25,35-44,Tier 1,2024-03-30,Premium,\N,\N,\N
UIDJS166c31ef30c,45+,Tier 2,2024-02-16,VIP,\N,2024-06-16,Premium
UIDJS166df3a5514,25-34,Tier 1,2024-07-14,Premium,\N,\N,\N
UIDJS166e616faef,25-34,Tier 2,2024-03-28,VIP,\N,\N,\N
